filename,width,height,class,xmin,ymin,xmax,ymax
MVI_1521_NIR_frame0.jpg,150.0764655904843,46.020000822741,3,392.6633327479076,278.14883213167394,542.7397983383919,324.16883295441494
MVI_1521_NIR_frame0.jpg,39.085535479875716,34.25658453695837,3,565.733644859813,293.3632115548003,604.8191803396887,327.61979609175864
MVI_1521_NIR_frame0.jpg,43.91226630477024,24.468988954970314,10,635.6496384274625,301.7801585171964,679.5619047322327,326.2491474721667
MVI_1521_NIR_frame0.jpg,118.12453632335519,32.79601095742788,3,947.6743356705151,291.56125327366794,1065.7988719938703,324.3572642310958
MVI_1521_NIR_frame0.jpg,92.98215802888717,77.72359544557702,3,1135.0454545454545,246.88025717395482,1228.0276125743417,324.60385261953184
MVI_1521_NIR_frame0.jpg,81.57422634714544,75.03094624152357,3,1758.1781101014526,244.4252336448596,1839.752336448598,319.45617988638315
MVI_1521_NIR_frame5.jpg,150.0764655904843,46.020000822741,3,391.36681414046456,280.7418693465599,541.4432797309489,326.7618701693009
MVI_1521_NIR_frame5.jpg,39.085535479875716,34.25658453695837,3,565.733644859813,293.3632115548003,604.8191803396887,327.61979609175864
MVI_1521_NIR_frame5.jpg,43.91226630477024,24.468988954970314,10,633.0566012125765,301.7801585171964,676.9688675173468,326.2491474721667
MVI_1521_NIR_frame5.jpg,118.12453632335519,32.79601095742788,3,943.7847798481862,292.8577718811109,1061.9093161715414,325.6537828385388
MVI_1521_NIR_frame5.jpg,92.98215802888717,77.72359544557702,3,1131.1558987231256,249.47329438884077,1224.1380567520127,327.1968898344178
MVI_1521_NIR_frame5.jpg,81.57422634714544,75.03094624152357,3,1756.8815914940096,244.4252336448596,1838.455817841155,319.45617988638315
MVI_1521_NIR_frame10.jpg,150.0764655904843,46.020000822741,3,391.36681414046456,280.7418693465599,541.4432797309489,326.7618701693009
MVI_1521_NIR_frame10.jpg,39.085535479875716,34.25658453695837,3,561.8440890374841,293.3632115548003,600.9296245173598,327.61979609175864
MVI_1521_NIR_frame10.jpg,43.91226630477024,24.468988954970314,10,633.0566012125765,301.7801585171964,676.9688675173468,326.2491474721667
MVI_1521_NIR_frame10.jpg,118.12453632335519,32.79601095742788,3,941.1917426333004,292.8577718811109,1059.3162789566554,325.6537828385388
MVI_1521_NIR_frame10.jpg,92.98215802888717,77.72359544557702,3,1131.1558987231256,249.47329438884077,1224.1380567520127,327.1968898344178
MVI_1521_NIR_frame10.jpg,81.57422634714544,75.03094624152357,3,1755.5850728865666,244.4252336448596,1837.159299233712,319.45617988638315
MVI_1521_NIR_frame15.jpg,150.0764655904843,46.020000822741,3,391.36681414046456,280.7418693465599,541.4432797309489,326.7618701693009
MVI_1521_NIR_frame15.jpg,39.085535479875716,34.25658453695837,3,561.8440890374841,293.3632115548003,600.9296245173598,327.61979609175864
MVI_1521_NIR_frame15.jpg,43.91226630477024,24.468988954970314,10,633.0566012125765,301.7801585171964,676.9688675173468,326.2491474721667
MVI_1521_NIR_frame15.jpg,118.12453632335519,32.79601095742788,3,943.7847798481862,292.8577718811109,1061.9093161715414,325.6537828385388
MVI_1521_NIR_frame15.jpg,92.98215802888717,77.72359544557702,3,1131.1558987231256,249.47329438884077,1224.1380567520127,327.1968898344178
MVI_1521_NIR_frame15.jpg,81.57422634714544,75.03094624152357,3,1755.5850728865666,244.4252336448596,1837.159299233712,319.45617988638315
MVI_1521_NIR_frame20.jpg,150.0764655904843,46.020000822741,3,393.9598513553505,280.7418693465599,544.0363169458349,326.7618701693009
MVI_1521_NIR_frame20.jpg,39.085535479875716,34.25658453695837,3,564.43712625237,293.3632115548003,603.5226617322458,327.61979609175864
MVI_1521_NIR_frame20.jpg,43.91226630477024,24.468988954970314,10,633.0566012125765,301.7801585171964,676.9688675173468,326.2491474721667
MVI_1521_NIR_frame20.jpg,118.12453632335519,32.79601095742788,3,943.7847798481862,292.8577718811109,1061.9093161715414,325.6537828385388
MVI_1521_NIR_frame20.jpg,92.98215802888717,77.72359544557702,3,1131.1558987231256,249.47329438884077,1224.1380567520127,327.1968898344178
